id	name	code1	code2	завод	закуп1	закуп2	price1	price1_name	price2	price2_name	price3	price3_name	price4	price4_name	price5	price5_name	price6	price6_name	price7	price7_name	price8	price8_name	lk1	lk2	lk3	lk4	cat	cat2	url	path	ord	code3		img_path	img1	img2	img3	img4	img5	prim	prim2	par1	text1	par2	text2	par3	text3	w	h	l	m	desc	Comment
487	Распылитель форсунки ЯЗДА 33-12 на КамАЗ 740.10	33.1112110-12	аналог 214.1112110-60				-	нет в наличии															33-1112010-03	271.1112110-01			Распылители		raspylitel-forsunki-yazda-33-12-na-kamaz-740-10_33-1112110-12	/dvigatel_zapchasti/catalog/raspyliteli/			215	/dvigatel_zapchasti/img/raspyliteli/	33.1112110-12_1.jpg					КамАЗ-5320, 5410, 5511, ЗИЛ-133ГЯ, УРАЛ-4320	двигатели 740.10, 7409.10	Диаметр иглы	6 мм	Объем колодца	2 мм3	Число распл. отверстий	4	0.02	0.02	0.07	0.025		
489	Распылитель форсунки ЯЗДА 271-01 КамАЗ Турбо	271.1112110-01	аналог 214.1112110-60.01				-	нет в наличии															271.1112010-02	334.1111005			Распылители		raspylitel-forsunki-yazda-271-01-kamaz-turbo_271-1112110-01	/dvigatel_zapchasti/catalog/raspyliteli/			210	/dvigatel_zapchasti/img/raspyliteli/	271-1112110-01_1.jpg					КамАЗ-43114, 4326, 53228, 54112, ГАЗ-5903	двигатели 740.10-20, 7403.10	Диаметр иглы	6 мм	Объем колодца	2 мм3	Число распл. отверстий	4	0.02	0.02	0.07	0.025		Выпускался АЗПИ-  Алтайским заводом  прецезионных изделий под когдами 271.1112110-01, 272-1112110, 39.1112110-34) Сейчас маркеруется как А-01-008-01, 214-1112110-60.01. АЗПИ с 01.05.2012 внедрил новый распылитель А-01-008-01, взамен 214-1112110-60.01. На новых распылителях изменены длина хвостовика иглы и запирающий диаметр иглы распылителя, что позволяет, при установке распылителя А-01-008-01 обеспечить необходимое давление начала впрыскивания топлива без доп.подрегулировки.
491	Распылитель форсунки ЯЗДА 273-30 на КамАЗ Евро-1	273.1112110-30					-	нет в наличии															273.1112010-31	33.1112110-12			Распылители		raspylitel-forsunki-yazda-273-30-na-kamaz-evro-1_273-1112110-30	/dvigatel_zapchasti/catalog/raspyliteli/			245	/dvigatel_zapchasti/img/raspyliteli/	273.1112110-30_1.jpg					КамАЗ-53213	двигатели КамАЗ-740.11-240, 740.22-240, -40.01,-40.02,-42.01,-42.08,-336-20	Диаметр иглы	6 мм	Объем колодца	0.6 мм3	Число распл. отверстий	5	0.02	0.02	0.07	0.025		к ТНВД: 337-40.01, 337-40.02, 337-42.01,337-42.08, 336-20.
493	Распылитель форсунки ЯЗДА 273-20 на КамАЗ Евро-2	273.1112110-20					-	нет в наличии															273.1112010-20	273.1112110-30			Распылители		raspylitel-forsunki-yazda-273-20-na-kamaz-evro-2_273-1112110-20	/dvigatel_zapchasti/catalog/raspyliteli/			490	/dvigatel_zapchasti/img/raspyliteli/	273.1112110-20_1.jpg	273.1112110-20_2.jpg				КамАЗ-65115, 65116, 6520, 43118, 53605	двигатели 740.30, 740.51, 740.50, 740.31	Диаметр иглы	6 мм	Объем колодца	0.6 мм3	Число распл. отверстий	5	0.02	0.02	0.07	0.06		
495	Распылитель форсунки ЯЗДА 33-220 МАЗ (аналог 26-220)	33-1112110-220	аналог 26-1112110-220				-	нет в наличии															33-1112110-230	26-1112010-13			Распылители		raspylitel-forsunki-yazda-33-220-maz-analog-26-220_33-1112110-220	/dvigatel_zapchasti/catalog/raspyliteli/			280	/dvigatel_zapchasti/img/raspyliteli/	33-1112110-220_1.jpg	33-1112110-220_2.jpg					двигатели ЯМЗ-236М2, 238ВМ	Диаметр иглы	6 мм	Объем колодца	2 мм3	Число распл. отверстий	4	0.02	0.02	0.07	0.06	(форсунка 26-03,10,11) полный аналог 26-1112110-01 выпускается ЯЗДА, 4 отверстия Не подходит на 12-ти цилиндровые двигатели	
497	Распылитель форсунки ЯЗДА 33-230 Супер МАЗ (в контейнере)	33-1112110-230	(вместо 261-1112110-01)				-	нет в наличии															33-1112110-220	26-1112010-13			Распылители		raspylitel-forsunki-yazda-33-230-super-maz_33-1112110-230	/dvigatel_zapchasti/catalog/raspyliteli/			280	/dvigatel_zapchasti/img/raspyliteli/	33-1112110-230_1.jpg						для наддувных двигателей ЯМЗ 238Д1, Д2, ДЕ,236НЕ, форсунка 261-1112010-03,10,11, 263-03	4 отверстия						0.02	0.02	0.07	0.06	полный аналог 261-1112110-01	при установке распылителя 33.1112110-220 в форсунки модели 261 взамен распылителя 26.1112110-01 производится замена всего
499	Распылитель форсунки Bosch 904 КамАЗ Евро-2	0433171904					-	нет в наличии															216-1112010 А	0433171905	0433171906		Распылители		raspylitel-forsunki-bosch-904-kamaz-evro-2_0433171904	/dvigatel_zapchasti/catalog/raspyliteli/			945	/dvigatel_zapchasti/img/raspyliteli/	0433171904_1.jpg					КамАЗ-4311, 4325, 4326, 4355, 5321, 5360, 6511	двигатели 740.30-260, 740.31-240							0.03	0.03	0.07	0.03	для ТНВД BOSCH -608,-611 (dlla 148p1460)	
501	Распылитель форсунки Bosch 905 на дв.740.51	0433171905					-	нет в наличии															216-1112010-01А	0433171904	0433171906		Распылители		raspylitel-forsunki-bosch-905-na-dv-740-51_0433171905	/dvigatel_zapchasti/catalog/raspyliteli/			945	/dvigatel_zapchasti/img/raspyliteli/	0433171905_1.jpg					КамАЗ-6520, 6522	двигатели 740.51-320							0.03	0.03	0.07	0.03	Распылитель КАМАЗ (dlla 148p1461) для ТНВД BOSCH -610	
503	Распылитель форсунки Bosch 906	0433171906	201149009				-	нет в наличии															216-1112010-02А	0433171905	0433171904		Распылители		raspylitel-forsunki-bosch-906_0433171906	/dvigatel_zapchasti/catalog/raspyliteli/			900	/dvigatel_zapchasti/img/raspyliteli/	0433171906_1.jpg					КамАЗ-5460, 4311, 4325, 4326, 4410, 5256, 5299, 5320, 5321, 5322, 5360, 5411, 5460, 5511, 6350, 6460, 6511, 6520, 6522, 6540, 66066-62	двигатели 740.50-360 л/с							0.03	0.03	0.07	0.03		
																																																					
507	Вал распределительный КамАЗ в сборе	740.1006015-04, 740.21-1006015, 740.21-1006010			15000		11 390	740 евро-0 старого образца, 740.1006015-04	15 547	Евро-1-2, 740.21-1006015			25 123	Евро-1-2 с шестерней, 740.21-1006010													Запчасти двигателя		val-raspredelitelnyj-kamaz_740-1006015	/dvigatel_zapchasti/catalog/				/dvigatel_zapchasti/img/						КамАЗ 4310, 43114, 43118	двигатели: 740.10, 7403.10, 740.13, 740-30, 740-31												
																																																					
551	Комплект переоборудования двигателя Камаз Евро-4-5 на Евро-2	Евро-4/5 -> Евро-2 - полный		240	300		320 300	комплект 'под ключ' (без ГБЦ)	435 000	комплект полный (с ГБЦ)													Евро-3 -> Евро-2 - полный				Комплект		komplekt-pereoborudovaniya-dvigatelya-kamaz-evro-4-5-common-rail-na-evro-2-yazda	/dvigatel_zapchasti/catalog/komplekty/				/dvigatel_zapchasti/catalog/komplekty/img/	komplekt-peredelki-kamaz-evro-4-5-evro2_1.jpg	komplekt-peredelki-kamaz-evro-4-5-evro2_2.jpg				КАМАЗ 43118, 5350, 53504, 6520, 65221, 65222, 65225, 65226, 6540, 65201  	двигатели: ЕВРО-4 :  740.70-280 ; 740.71-320 ; 740.72-360 ; 740.73-400; 740.73-400; 740.74-420 ; 740.75-440 ; 740.602-360 ; 740.612-320; 740.622-280 ; 740.632-400; 740.642-420 ; 740.652-260 ; 740.662-300.<br> ЕВРО-5 : 740.705-300 ; 740.715-320 ; 740.725-360 ; 740.735-400 ; 740.745-420 ; 740.755-440 ;							0.5	0.5	0.7	95	Полный комплект переоборудования двигателя с ТНВД Bocsh Common Rail Евро 4/5 на ТНВД ЯЗДА (Ярославль) ЕВРО-2. Состав комплекта: ТНВД (новый), форсунки, трубки, метизы, педаль газа и т. д	
555	Комплект переоборудования двигателя Камаз Евро-3 на Евро-2	Евро-3 -> Евро-2 - полный		80	100		138 000	комплект полный															Евро-4/5 -> Евро-2 - полный				Комплект		komplekt-pereoborudovaniya-dvigatelya-kamaz-evro-3-bosch-na-evro-2-yazda	/dvigatel_zapchasti/catalog/komplekty/				/dvigatel_zapchasti/catalog/komplekty/img/	komplekt-peredelki-kamaz-evro-3_evro2_5.jpg			komplekt-peredelki-kamaz-evro-3_evro2_6.jpg		КАМАЗ 43118, 5350, 53504, 6520, 65221, 65222, 65225, 65226, 6540, 65201  	Двигатели Евро-3: 740.60-360 ; 740.61-320 ; 740.62-280 ; 740.63-400 ; 740.64-420 ; 740.65-240							0.5	0.5	0.7	55	Полный комплект переоборудования автомобилей КамАЗ с двигателями с ТНВД Bocsh Евро-3 на ТНВД ЯЗДА (Ярославль) ЕВРО-2 - Состав: ТНВД (новый), форсунки, трубки, метизы, педаль газа и т. д.	
559	Комплект переоборудования двигателя 740 на турбированный 7403 Камаз 	камаз-турбо																																/dvigatel_zapchasti/catalog/komplekty/img/																			
563																																																					
571																																																					
																																																					
991	Подогреватель топлива ПТ-570	830-1190010	1190010			6336	5 280	АМТК, ПТ-570, под заказ, 830-1190010	5 400	ПТ-570-М модерниз. АМТК, 830-1190010													830-1190510	830-1190511	830-1190530	830-1190130	амтк		830-1190010_podogrevatel-topliva-pt-570	/kamaz-4310/catalog/tormoza/				/kamaz-4310/catalog/tormoza/img/	pt570.png	pt570-1.png	pt570-2.png			КамАЗ 5320, 4310, 53205, 53212, 53215; 5410, 54115; 55111,54112, 55102,5511, 65117, ПАЗ								0.21	0.184	0.088	2.6	Используется для подогрева дизельного топлива при низких температурах. Предназначен для установки на автомобили семейства КамАЗ, но может устанавливаться практически на любые автомобили с дизельными двигателями. Подогрев топлива осуществляется за счет тепла, отводимого охлаждающей жидкостью от компрессора и не требует дополнительных источников энергии. Подогреватель представляет собой теплообменник, выполненный из коррозионностойких материалов. Для подогрева топлива используется тепло охлаждающей жидкости, которая прошла через двигатель и компрессор пневмотормозов и имеет максимальную температуру, что обеспечивает высокую эффективность теплообмена. Осуществляется подогрев топлива от фильтра тонкой очистки , идущего на слив в топливный бак. Таким образом, осуществляется постоянный подогрев топлива в баке, а затем по всей топливной системе, включая фильтр тонкой и грубой очистки топлива.	
	Подогреватель топлива ПТ-570-М модернизирован.	830-1190010					5 280																											/kamaz-4310/catalog/tormoza/img/																			
995	Топливозаборник с подогревом ПТ-510, код 119510	830-1190510	1190510				3 108	ПТ 510х400мм АМТК, под заявку, 830-1190510	3 120	ПТ 510х520мм, АМТК			3 168	ПТ 510х640мм АМТК									830-1190010	830-1190511	830-1190530	830-1190130	амтк		830-1190510_toplivozabornik-s-podogrevom-pt-510kh400mm	/kamaz-4310/catalog/tormoza/				/kamaz-4310/catalog/tormoza/img/	pt-510.png					КамАЗ 5320, 4310, 53205, 53212, 53215; 5410, 54115; 55111,54112, 55102,5511, 65117, ПАЗ												Позисторный подогреватель топлива ПТ 510 предназначен для подогрева топлива при отрицательных температурах окружающего воздуха при запуске автомобиля. ПТ 510 устанавливается на автомобиль в топливный бак взамен топливозаборника. Подогрев топлива осуществляется с помощью четырех позисторов, установленных в герметичной, неразборной коробке позисторов.	Топливозаборник с подогревом ПТ-510
	Топливозаборник с подогревом ПТ 510х520мм	830-1190510					2 952																											/kamaz-4310/catalog/tormoza/img/																			
999	Топливозаборник с подогревом ПТ-510, код 1190511	830-1190511	1190511				3 132	ПТ 510х540мм АМТК, 830-1190511	3 168	ПТ 510х660мм АМТК, под заказ, 830-1190511													830-1190510	830-1190530	830-1190130	830-1190010	амтк		830-1190511_toplivozabornik-s-podogrevom-pt-510kh540mm	/kamaz-4310/catalog/tormoza/				/kamaz-4310/catalog/tormoza/img/						КамАЗ 5320, 4310, 53205, 53212, 53215; 5410, 54115; 55111,54112, 55102,5511, 65117, ПАЗ													
	Топливозаборник с подогревом ПТ 510х640мм	830-1190510					2 988																											/kamaz-4310/catalog/tormoza/img/																			
	Топливозаборник с подогревом ПТ 510х660мм	830-1190511					3 144																											/kamaz-4310/catalog/tormoza/img/																			
1005	Топливозаборник с подогревом и обратным сливом ПТ 530	830-1190530	1190530				3 336	ПТ 530х310 Валдай АМТК, 830-1190530, под заказ	3 312	ПТ 530х400 АМТК, под заказ, 830-1190530			3 336	ПТ 530х520 АМТК, под заказ, 830-1190530	3 348	ПТ 530х540 АМТК, под заказ, 830-1190530	3 360	ПТ 530х640 АМТК, под заказ, 830-1190530	3 432	ПТ 530х660 АМТК, под заказ, 830-1190530			830-1190130	830-1190511	830-1190510	830-1190010	амтк		830-1190530_toplivozabornik-s-podogrevom-i-obratnym-slivom	/kamaz-4310/catalog/tormoza/				/kamaz-4310/catalog/tormoza/img/	pt-530.png					КамАЗ 5320, 4310, 53205, 53212, 53215; 5410, 54115; 55111,54112, 55102,5511, 65117, ПАЗ												Проблемы замерзшего дизельного топлива решаются установкой в бак предпускового подогревателя. В предпусковом режиме подогреватель включается перед пуском двигателя на 3…5 мин. За это время топливо в корпусе подогревателя нагревается до положительной температуры. Горячая обратка, сбрасывается в зону забора топлива.	Подогреватель баковый ПТ-530 (позисторный)
	Топливозаборник с подогревом и обратным сливом ПТ 530х400	830-1190530					3 312																											/kamaz-4310/catalog/tormoza/img/																			
	Топливозаборник с подогревом и обратным сливом ПТ 530х520	830-1190530					3 336																											/kamaz-4310/catalog/tormoza/img/																			
	Топливозаборник с подогревом и обратным сливом ПТ 530х540	830-1190530					3 348																											/kamaz-4310/catalog/tormoza/img/																			
	Топливозаборник с подогревом и обратным сливом ПТ 530х640	830-1190530					3 360																											/kamaz-4310/catalog/tormoza/img/																			
	Топливозаборник с подогревом и обратным сливом ПТ 530х660	830-1190530					3 432																											/kamaz-4310/catalog/tormoza/img/																			
1017	Топливозаборник с обратным сливом ПТ-360	830-1190130	1190130				1 572	ПТ-360х400, АМТК	1 608	ПТ-360х520, АМТК			1 656	ПТ-360х640, АМТК									830-1190530	830-1190511	830-1190510	830-1190010	амтк		830-1190130_toplivozabornik-s-obratnym-slivom	/kamaz-4310/catalog/tormoza/				/kamaz-4310/catalog/tormoza/img/	tpt-2.png					КамАЗ 5320, 4310, 53205, 53212, 53215; 5410, 54115; 55111,54112, 55102,5511, 65117, ПАЗ												Проблемы замерзшего дизельного топлива решаются установкой в бак предпускового подогревателя. В предпусковом режиме подогреватель включается перед пуском двигателя на 3…5 мин. За это время топливо в корпусе подогревателя нагревается до положительной температуры. Горячая обратка, сбрасывается в зону забора топлива.	
	Топливозаборник с обратным сливом ПТ-360х520	830-1190130					1 608																											/kamaz-4310/catalog/tormoza/img/																			
	Топливозаборник с обратным сливом ПТ-360х640	830-1190130					1 656																											/kamaz-4310/catalog/tormoza/img/																			
	Энергоаккумулятор тип 20/20 пр-во 'АМТК' (брод) 	830-3519100-01					5 208																											/kamaz-4310/catalog/tormoza/img/																			
	Энергоаккумулятор тип 20/20 пр-во 'АМТК' (брод) без упаковки	830-3519100-01					5 016																											/kamaz-4310/catalog/tormoza/img/																			
1027	Энергоаккумулятор тип 20/20	830-3519100	3519100				5 040	упакованный, АМТК	4 872	без упаковки, АМТК			5 208	модерниз.(брод), упак., АМТК 830-3519100-01	5 016	модерниз.(брод), без упак., АМТК							830-3519200	830-3519201-10/30	830-3519301		амтк		830-3519100_energoakkumulyator-tip-20-20-pr-vo-amtk	/kamaz-4310/catalog/tormoza/				/kamaz-4310/catalog/tormoza/img/	tip2020-1.png	tip2020-2.png				КамАЗ 5320, 53205, 53212, 53215; 5410, 54115; 55111,54112, 55102,5511, 65117, ПАЗ, НефАЗ 8332-03		Тип 	20/20	Ход штока	57мм	Вылет штока	58+1,5мм					Тормозная камера задняя с энергоаккумулятором тип 20/20 имеет особую конструкцию. Благодаря 100% герметичности она надежно защищена от загрязнений. Тормозная камера не боится ни песка, ни коррозии. Современный способ порошкового окрашивания позволяет избежать и примерзания корпуса при низких температурах.	Межосевое расстояние болтов крепления, мм В = 120 Присоединительные болты d1 = M16 х 1,5 Диаметр отверстия вилки d2 = 12 Температурный интервал °С = -45…+80
	Энергоаккумулятор тип 20/20 пр-во 'АМТК' без упак.	830-3519100					4 872																											/kamaz-4310/catalog/tormoza/img/																			
	Энергоаккумулятор тип 24/24 пр-во 'АМТК'(брод) упакованный	830-3519200-01					5 460	АМТК, упакованный																										/kamaz-4310/catalog/tormoza/img/																			
	Энергоаккумулятор тип 24/24 пр-во 'АМТК'(брод) без упаковки	830-3519200-01					5 280																											/kamaz-4310/catalog/tormoza/img/																			
1035	Энергоаккумулятор тип 24/24	830-3519200	3519200				5 316	АМТК, стандарт, упакованный	5 112	АМТК, стандарт, без упаковки			5 460	АМТК, модернизированный(брод), упакованный	5 280	АМТК, модернизированный(брод), без упак.	5 616	АМТК, шток 420 без упак.					830-3519100	830-3519201-10/30	830-3519301		амтк		830-3519200_energoakkumulyator-tip-24-24-pr-vo-amtk-upak	/kamaz-4310/catalog/tormoza/				/kamaz-4310/catalog/tormoza/img/	tip2424-1.png					КамАЗ-43114, 43118, 4350, 4326,43253, 43255, 53228, 53229, 65111, 65115, 65116, 65117; КрАЗ 5444, 6437; МАЗ 4323, 5336, 5554		Тип 	24/24	Ход штока	57мм	Вылет штока	58+1,5мм					Как у импортных аналогов отсутствует дренажная трубка. Благодаря 100% герметичности она надежно защищена от загрязнений. Тормозная камера не боится ни песка, ни коррозии. Универсальна — ставится как на левую так и на правую сторону	Межосевое расстояние болтов крепления, мм В = 120 Присоединительные болты d1 = M16 х 1,5 Диаметр отверстия вилки d2 = 12 Температурный интервал °С = -45…+80
	Энергоаккумулятор тип 24/24 пр-во 'АМТК'без упак.	830-3519200					5 112																											/kamaz-4310/catalog/tormoza/img/																			
	Энергоаккумулятор тип 24/24 пр-во 'АМТК' шток 420 без упак.	830-351920-10					5 616																											/kamaz-4310/catalog/tormoza/img/																			
1041	Энергоаккумулятор тип 24/20	830-3519201-10/30	3519201-10/30				4 488	АМТК, без упак.															830-3519100	830-3519200	830-3519301		амтк		830-3519201-10-30_energoakkumulyator-tip-24-20-pr-vo-amtk-bez-upak	/kamaz-4310/catalog/tormoza/				/kamaz-4310/catalog/tormoza/img/						КамАЗ-		Тип 	24/20										
1043	Энергоаккумулятор тип 30/24	830-3519301	3519301				5 124	АМТК, без упаковки	5 544	АМТК, шток 420 мм, 830-3519301-10													830-3519100	830-3519200	830-3519201-10/30		амтк		830-3519301_energoakkumulyator-tip-30-24-pr-vo-amtk-bez-upakovki	/kamaz-4310/catalog/tormoza/				/kamaz-4310/catalog/tormoza/img/	tip3024-1.png	tip3024-2.png				Полуприцепы Нефаз		Тип 	30/24	Ход штока	57мм	Вылет штока	375 мм					Благодаря надежной герметичности она защищает энергоаккумулятор от загрязнений. Современная технология порошкового окрашивания исключает появление коррозии, а также примерзания манжеты поршня зимой. Благодаря резьбе на штоке вы можете выбрать оптимальную длину вылета штока для вашего автомобиля.	Межосевое расстояние болтов крепления, мм В = 120 Присоединительные болты d1 = M16 х 1,5 Диаметр отверстия вилки d2 = 14 Угол установки хомута,°C = 90+5 Температурный интервал °С = -45…+80
	Энергоаккумулятор тип 30/24 пр-во 'АМТК' шток 420 мм	830-3519301-10					5 544																											/kamaz-4310/catalog/tormoza/img/																			
1047	Камера тормозная передняя тип 20 	830-3519110	3519110				1 452	АМТК, упакованная	1 416	АМТК, с длинным штоком			1 332	АМТК, без упаковки									830-3519210	830-3519310			амтк		830-3519110_kamera-tormoznaya-perednyaya-tip-20	/kamaz-4310/catalog/tormoza/				/kamaz-4310/catalog/tormoza/img/	kt-20-1.png					НефАЗ: 8332 (двускатный), 9334-20, 93341-20 (21), ЗИЛ: 433360, 442160, 494560, 433110, ПАЗ: 4234, Амкодор: 333 (ТО-18Б), 342 (ТО-28)		Тип 	20	Ход штока	57мм	Вылет штока	58+1,5мм					Использование материалов и оборудования последнего поколения позволяет существенно увеличить срок службы изделия. Прочная пружина, превосходящая предыдущие аналоги по износостойкости, стабильно развивает необходимое усилие. 	Межосевое расстояние болтов крепления, мм В = 120 Присоединительные болты d1 = M16 х 1,5 Диаметр отверстия вилки d2 = 12 Угол установки хомута, °C = 45±5 Температурный интервал °С = -45…+80
	Камера тормозная передняя тип 20	830-3519110					1 416																											/kamaz-4310/catalog/tormoza/img/																			
	Камера тормозная передняя тип 20 	830-3519110					1 332																											/kamaz-4310/catalog/tormoza/img/																			
1053	Камера тормозная передняя тип 24 	830-3519210	3519210				1 524	АМТК, упакованная	1 404	АМТК, без упаковки			1 476	АМТК, с длинным штоком									830-3519310	830-3519110			амтк		830-3519210_kamera-tormoznaya-perednyaya-tip-24	/kamaz-4310/catalog/tormoza/				/kamaz-4310/catalog/tormoza/img/	kt-24-1.png					КамАЗ-4310, 4326, 5315, 5320, 53212, 5410, 54112, 5511, 55102, КамАЗ-65115, 5297,  43101, 6540, 65116		Тип 	24	Ход штока	75мм	Вылет штока	58+1,5мм					Прочная пружина, превосходящая предыдущие аналоги по износостойкости, стабильно развивает необходимое усилие. 	Межосевое расстояние болтов крепления, мм В = 120 Присоединительные болты d1 = M16 х 1,5 Диаметр отверстия вилки d2 = 12 Угол установки хомута, °C = 90+5 Температурный интервал °С = -45…+80
	Камера тормозная передняя тип 24	830-3519210					1 404																											/kamaz-4310/catalog/tormoza/img/																			
	Камера тормозная передняя тип 24	830-3519210					1 476																											/kamaz-4310/catalog/tormoza/img/																			
1059	Камера тормозная передняя тип 30 	830-3519310	3519310				1 752	АМТК, без упаковки	1 836	АМТК, с длинным штоком													830-3519210	830-3519110			амтк		830-3519310_kamera-tormoznaya-perednyaya-tip-30	/kamaz-4310/catalog/tormoza/				/kamaz-4310/catalog/tormoza/img/	kt-30-1.png					КамАЗ 43118, 43253; 53229, 53605; 5460; 6460; 65111, 65115, 65116, 65117; 6520, 65201; МАЗ 4323, 5554, 5336; полуприцеп НефАЗ 9334-08.		Тип 	30	Ход штока	75мм	Вылет штока	58+1,5мм						Межосевое расстояние болтов крепления, мм В = 120 Присоединительные болты d1 = M16 х 1,5 Диаметр отверстия вилки d2 = 12 Угол установки хомута, °C = 90+5 Температурный интервал °С = -45…+80
	Камера тормозная передняя тип 30	830-3519310					1 836																											/kamaz-4310/catalog/tormoza/img/																			